"","Fiscal.Year","Customer","SubCustomer","SubCustomer.component","SubCustomer.sum","SubCustomer.detail","PlatformPortfolio","PlatformPortfolio.sum","ProductServiceOrRnDarea","ServicesCategory.sum","ProductOrServiceCode","ProductOrServiceCodeText","Obligation.2014"
"3926",2005-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","U006","EDUCATION/TRAINING- VOCATIONAL/TECHNICAL",0.000155321177452032
"3927",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2895","MISC ENGINES & COMPONENTS",6.54953917050691e-06
"3928",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5815","TELETYPE AND FACSIMILE EQUIPMENT",1.07082725333932e-05
"3929",2002-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2540","VEHICULAR FURNITURE AND ACCESSORIES",0.00164630757220921
"3930",2002-01-01,"Defense","Navy","Navy","Navy","Navy","Other R&D and Knowledge Based","Other","Applied Research (6.2)","R&D","AD92","OTHER DEFENSE (APPLIED/EXPLORATORY)",0.000224293520686963
"3931",2001-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1730","AIRCRAFT GROUND SERVICING EQUIPMENT",0.000284715608465608
"3932",2010-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6680","LIQUID AND GAS FLOW, LIQUID LEVEL, AND MECHANICAL MOTION MEASURING INSTRUMENTS",9.78391099700471e-06
"3933",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","5821","RADIO & TV EQ AIRBORNE",5.72128184981479e-05
"3934",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7035","ADP SUPPORT EQUIPMENT",0.000722609447004608
"3935",2006-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Products","Other","Other","Products (All)","6910","TRAINING AIDS",5.39320276497696e-05
"3936",2008-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Other Products","Other","Clothing & Subsistence","Products (All)","8465","INDIVIDUAL EQUIPMENT",2.37315618221258e-05
"3937",2005-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","4150","VORTEX TUBES AND OTHER RELATED COOLING TUBES",7.36265045882493e-05
"3938",2011-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Basic Research (6.1)","R&D","AN91","OTHER MEDICAL (BASIC)",0.00239004616030214
"3939",2000-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Applied Research (6.2)","R&D","AN92","OTHER MEDICAL (APPLIED/EXPLORATORY)",0.000346189570885388
"3940",2009-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Missiles & Space","Products (All)","4940","MISC MAINT EQ",6.9528036371509e-06
"3941",2000-01-01,"Defense","Army","Army","Army","Army","Other R&D and Knowledge Based","Other","Advanced Component Development & Prototypes (6.4)","R&D","AD94","OTHER DEFENSE (ENGINEERING)",0.00453876833242803
"3942",2007-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","3470","MACHINE SHOP SETS KITS & OUTFITS",2.71377258951622e-05
"3943",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","3540","WRAPPING AND PACKAGING MACHINERY",6.08294930875576e-06
"3944",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7010","ADPE SYSTEM CONFIGURATION",1.28283410138249e-05
"3945",2012-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7025","ADP INPUT/OUTPUT & STORAGE DEVICES",0.000277773658737514
"3946",2007-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","8145","SPECIAL SHIPPING & STORAGE CONTAIN",1.29913570546638e-05
"3947",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","5310","NUTS AND WASHERS",9.90783410138249e-08
"3948",2005-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6240","ELECTRIC LAMPS",7.54189012036706e-05
"3949",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Other Products","Other","Other","Products (All)","4720","HOSE AND FLEXIBLE TUBING",5.68763557483731e-06
"3950",2005-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Missiles & Space","Products (All)","4940","MISC MAINT EQ",7.24109164581099e-06
"3951",2010-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5995","CABLE CORD WIRE ASSEMBLY - COMM EQ",0.000358530969191271
"3952",2005-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other R&D and Knowledge Based","Other","PAMS","Services (Non-R&D)","R701","ADVERTISING SERVICES",0.000244309379096651
"3953",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","5342","HARDWARE, WEAPON SYSTEM",1.34033340549903e-05
"3954",2008-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","6605","NAVIGATIONAL INSTRUMENTS",8.87505422993492e-05
"3955",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1620","AIRCRAFT LANDING GEAR COMPONENTS",0.00118578892152749
"3956",2010-01-01,"Defense","Army","Army","Army","Army","Other Services","Other","ERS","Services (Non-R&D)","J099","MAINT-REP OF MISC EQ",3.65579054343175e-05
"3957",2007-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Services","Other","MED","Services (Non-R&D)","Q999","MEDICAL- OTHER",1.64687394769334e-05
"3958",2001-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","FRS&C","Services (Non-R&D)","Y291","CONSTRUCT/REC NON-BLDG STRUCTS",4.34457671957672e-05
"3959",2011-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5815","TELETYPE AND FACSIMILE EQUIPMENT",3.33718002517835e-06
"3960",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2835","GAS TURBINES & JET ENG EXCEPT AIR",3.27903225806452e-05
"3961",2011-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS",0.0197072812421318
"3962",2006-01-01,"Defense","Army","Army","Army","Army","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1560","AIRFRAME STRUCTURAL COMPONENTS",1.8536866359447e-06
"3963",2009-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Missile and Space Systems","Missile and Space Systems","Basic Research (6.1)","R&D","AR61","R&D-SPACE STATION-B RES",0.000280796709244425
"3964",2000-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","3040","MISC POWER TRANSMISSION EQ",0.00318879549158066
"3965",2005-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Ground Vehicles","Products (All)","2530","VEH BRAKE STEERING AXLE WHEEL COMP",3.99237278035991e-05
"3966",2010-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5960","ELECTRON TUBES & ASSOC HARDWARE",0.000421320068463843
"3967",2006-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5811","OTHER CRYPTOLOGIC EQ & COMPONENTS",9.12880184331797e-05
"3968",2008-01-01,"Defense","DLA","DLA","Other DoD","DLA","Other Products","Other","Other","Products (All)","5315","NAILS, MACHINE KEYS, AND PINS",5.18600867678959e-05
"3969",2010-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5985","ANTENNAS WAVEGUIDES & RELATED EQ",0.00020352797389816
"3970",2009-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Other Services","Other","PAMS","Services (Non-R&D)","H399","INSPECT SVCS/MISC EQ",0.000186566356354189
"3971",2008-01-01,"Defense","Navy","Navy","Navy","Navy","Facilities and Construction","Facilities and Construction","Other","Products (All)","7195","MISC FURNITURE & FIXTURES",1.74884490238612e-05
"3972",2000-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5998","ELE ASSEMB-BDS CARDS-ASSOC HARDWARE",0.00074689299293862
"3973",2010-01-01,"Defense","Navy","Navy","Navy","Navy","Weapons and Ammunition","Weapons and Ammunition","Launchers & Munitions","Products (All)","1367","TACTICAL SETS, KITS, AND OUTFITS",5.15992725716731e-06
"3974",2009-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","6625","ELECT ELECTRONIC MEASURING INSTRUMT",0.000462829616800173
"3975",2000-01-01,"Defense","Army","Army","Army","Army","Unlabeled","Unlabeled","Unlabeled","Unlabeled",":",NA,2.87615426398696e-06
"3976",2007-01-01,"Defense","Army","Army","Army","Army","Ships & Submarines","Ships & Submarines","Ships","Products (All)","1990","MISCELLANEOUS VESSELS",1.77629363564934e-05
"3977",2011-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Aircraft and Drones","Aircraft and Drones","Engines & Power Plants","Products (All)","2915","ENGINE FUEL SYSTEM COMPONENTS AIR",0.000952573373898448
"3978",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Ships & Submarines","Ships & Submarines","Ships","Products (All)","2030","DECK MACHINERY",2.78536866359447e-05
"3979",2009-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Other","Products (All)","9998","NON-FOOD ITEMS FOR RESALE",5.73392509201126e-06
"3980",2011-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Clothing & Subsistence","Products (All)","6550","IN VITRO DIAGNO SUBSTANCES,REAGENTS",0
"3981",2010-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","PAMS","Services (Non-R&D)","H239","EQ TEST SVCS/MATERIALS HANDLING EQ",9.69619169875909e-06
"3982",2011-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Other","Products (All)","5305","SCREWS",3.48545006294587e-05
"3983",2009-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5935","CONNECTORS, ELECTRICAL",9.02273219311539e-06
"3984",2006-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","3895","MISC CONTRUCT EQ",7.94066820276498e-05
"3985",2005-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","7035","ADP SUPPORT EQUIPMENT",0.000201869860564891
"3986",2007-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6350","MISC ALARM, SIGNAL, SEC SYSTEMS",0.000394581883488607
"3987",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Other Services","Other","ERS","Services (Non-R&D)","J016","MAINT-REP OF AIRCRAFT COMPONENTS",9.42116553450125e-05
"3988",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2910","ENGINE FUEL SYS COMPONENTS NONAIR",6.82636157788106e-05
"3989",2006-01-01,"Defense","DLA","DLA","Other DoD","DLA","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5930","SWITCHES",3.41923963133641e-05
"3990",2007-01-01,"Defense","DLA","DLA","Other DoD","DLA","Facilities and Construction","Facilities and Construction","Other","Products (All)","3990","MISC MATERIALS HANDLING EQ",2.71635424851274e-05
"3991",2001-01-01,"Defense","Army","Army","Army","Army","Other Products","Other","Other","Products (All)","5340","HARDWARE",0.00200416402116402
"3992",2000-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Facilities and Construction","Facilities and Construction","Other","Products (All)","7110","OFFICE FURNITURE",7.68441064638783e-05
"3993",2006-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6230","ELEC PORTABLE & HAND LIGHTING EQ",7.09216589861751e-06
"3994",2005-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6230","ELEC PORTABLE & HAND LIGHTING EQ",2.85460612561077e-05
"3995",2011-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Facilities and Construction","Facilities and Construction","Other","Products (All)","7830","RECREATIONAL & GYMNASTIC EQ",2.98037662610155e-05
"3996",2005-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","1670","PARACHUTE RECOVER SYS & TIE DOWN EQ",1.00071505184126e-05
"3997",2009-01-01,"Defense","Army","Army","Army","Army","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","6030","FIBER OPTIC DEVICES",2.91900844338601e-05
"3998",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5915","FILTERS AND NETWORKS",7.6036866359447e-06
"3999",2008-01-01,"Defense","Army","Army","Army","Army","Land Vehicles","Land Vehicles","Engines & Power Plants","Products (All)","2835","GAS TURBINES & JET ENG EXCEPT AIR",0.00317640105206074
"4000",2011-01-01,"Defense","Army","Army","Army","Army","Facilities and Construction","Facilities and Construction","Other","Products (All)","4140","FANS AIR CIRCULATORS & BLOWER EQ",1.45263113722199e-05
"4001",2011-01-01,"Defense","Navy","Navy","Navy","Navy","Other Services","Other","ERS","Services (Non-R&D)","J016","MAINT-REP OF AIRCRAFT COMPONENTS",6.81913554343265e-06
"4002",2010-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Electronics and Communications","Electronics and Communications","Operational Systems Development (6.7)","R&D","AC67","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED)",0.00181857081728712
"4003",2011-01-01,"Defense","Air Force","Air Force","Air Force","Air Force","Aircraft and Drones","Aircraft and Drones","Aircraft","Products (All)","6340","AIRCRAFT ALARM AND SIGNAL SYSTEMS",2.48426353336131e-05
"4004",2012-01-01,"Defense","Other DoD","Additional DoD Components","Other DoD","Other DoD","Facilities and Construction","Facilities and Construction","Other","Products (All)","6770","FILM, PROCESSED",1.52610441767068e-05
"4005",2006-01-01,"Defense","Navy","Navy","Navy","Navy","Electronics and Communications","Electronics and Communications","Electronics & Communications","Products (All)","5855","NIGHT VISION EQ",0.0160852914746544
